galaxy_id,radius_kpc,v_obs_kms,v_obs_error
UGC06818,0.87,23.4,5.55
UGC06818,1.74,28,5.2
UGC06818,2.61,36.7,4.25
UGC06818,3.5,47.6,4.25
UGC06818,4.37,63.3,4.75
UGC06818,5.24,71.2,5.25
UGC06818,6.11,68.1,6
UGC06818,6.98,74.4,6
UGC06917,1.74,59.2,3.5
UGC06917,2.61,71.2,4
UGC06917,3.5,84.5,4.4
UGC06917,4.37,93.5,4.5
UGC06917,5.24,97.5,3.5
UGC06917,6.11,100,3.5
UGC06917,6.98,101,4
UGC06917,7.85,103,3.5
UGC06917,8.72,105,4
UGC06917,9.6,110,4.9
UGC06917,10.47,111,6
UGC06923,0.93,40.5,7.35
UGC06923,1.94,53.9,5.9
UGC06923,2.87,73,4.7
UGC06923,3.72,78.4,3.9
UGC06923,4.47,79.3,5.3
UGC06923,5.16,81.1,5.1
UGC06930,1.74,54.7,8.3
UGC06930,3.5,85.4,7
UGC06930,5.24,93.8,6.2
UGC06930,6.98,98.7,5.2
UGC06930,8.72,103,5.2
UGC06930,10.47,107,5.2
UGC06930,12.19,109,5.2
UGC06930,13.94,108,7.4
UGC06930,15.68,108,7.4
UGC06930,16.61,108,7.4
UGC06973,1.74,170,4.7
UGC06973,2.61,174,4.2
UGC06973,3.5,170,4.2
UGC06973,4.37,170,4.3
UGC06973,5.32,171,4.8
UGC06973,6.28,174,4.9
UGC06973,6.81,177,10.1
UGC06973,7.33,178,6.3
UGC06973,7.85,180,7.7
UGC06983,1.74,56.9,6.6
UGC06983,2.61,87.4,4.8
UGC06983,3.5,92.1,5.7
UGC06983,4.37,93.5,5.2
UGC06983,5.24,98.2,4.4
UGC06983,6.11,99.7,4.4
UGC06983,6.98,102,3.5
UGC06983,7.85,107,4.4
UGC06983,8.72,108,4.4
UGC06983,9.6,110,4.4
UGC06983,10.47,113,4.4
UGC06983,11.35,110,5.2
UGC06983,12.19,108,5.7
UGC06983,13.12,109,8.6
UGC06983,13.94,108,9.8
UGC06983,14.86,108,9.8
UGC06983,15.68,109,12.3
UGC07089,0.87,20.9,4.7
UGC07089,1.74,36.4,3.9
UGC07089,2.61,43.4,3.9
UGC07089,3.5,51.2,4.7
UGC07089,4.37,59.7,3.9
UGC07089,5.24,64.5,4.4
UGC07089,6.11,67.9,3.9
UGC07089,6.55,72.8,7.3
UGC07089,6.98,70.3,6.1
UGC07089,7.85,73.7,6.1
UGC07089,8.72,77.6,6.1
UGC07089,9.16,79.1,7.3
UGC07125,1.44,26.1,3.3
UGC07125,2.88,43,3.47
UGC07125,4.33,48.5,2.35
UGC07125,5.76,52.5,2
UGC07125,7.2,56.4,2.05
UGC07125,8.64,58.5,2.21
UGC07125,10.08,61.5,2.1
UGC07125,11.47,64.6,2.01
UGC07125,13,65.6,2.12
UGC07125,14.42,65.4,2.65
UGC07125,15.84,65.5,3.05
UGC07125,17.26,65.1,3.22
UGC07125,18.68,64.9,3.48
UGC07151,0.5,24.2,2.18
UGC07151,1,42,2.91
UGC07151,1.5,59.4,2.4
UGC07151,2,63.9,2.01
UGC07151,2.49,66,2
UGC07151,3,67.2,2.07
UGC07151,3.49,68.7,2.38
UGC07151,4,71.3,2.91
UGC07151,4.49,72.5,3.21
UGC07151,5.01,74,3.41
UGC07151,5.5,76.2,3.17
UGC07232,0.21,16.4,3.3
UGC07232,0.41,26.2,3.3
UGC07232,0.62,35.2,3.3
UGC07232,0.82,44,3.3
UGC07261,0.95,46.8,5.66
UGC07261,1.9,63,5.66
UGC07261,2.86,66.8,5.66
UGC07261,3.81,69.6,5.66
UGC07261,4.76,73.4,5.66
UGC07261,5.72,74.7,5.66
UGC07261,6.67,76.1,5.66
UGC07323,0.58,23.9,3.87
UGC07323,1.17,34.7,3.87
UGC07323,1.75,42.8,3.87
UGC07323,2.33,51.3,3.87
UGC07323,2.91,57.7,3.87
UGC07323,3.5,67.3,3.87
UGC07323,4.07,75.4,3.87
UGC07323,4.65,79.5,3.87
UGC07323,5.23,82.8,3.87
UGC07323,5.82,85.6,3.87
UGC07399,0.61,47.3,2.77
UGC07399,1.22,70.4,3.27
UGC07399,1.84,83.7,2.5
UGC07399,2.45,89.1,2.45
UGC07399,3.07,91.7,2.48
UGC07399,3.68,95.1,3.01
UGC07399,4.3,96.9,3.62
UGC07399,4.91,100,3.9
UGC07399,5.52,103,4.82
UGC07399,6.13,106,4.97
UGC07524,0.35,14.4,2.82
UGC07524,0.69,24.4,3.97
UGC07524,1.03,29.2,3.26
UGC07524,1.38,32.9,3.73
UGC07524,1.72,37.8,3.41
UGC07524,2.07,42,3.12
UGC07524,2.41,45.1,2.92
UGC07524,2.76,47.6,2.79
UGC07524,3.1,52.3,2.78
UGC07524,3.45,57.3,2.78
UGC07524,3.79,61.4,2.93
UGC07524,4.14,64.5,3.42
UGC07524,4.48,66.4,4.53
UGC07524,4.82,66.9,5.46
UGC07524,5.17,69.4,4.77
UGC07524,5.51,70.2,4.44
UGC07524,5.86,70.9,4.24
UGC07524,6.2,72.3,4.38
UGC07524,6.55,73.9,3.51
UGC07524,6.89,75,3.22
UGC07524,7.25,75.5,3.23
UGC07524,7.58,77.1,2.98
UGC07524,7.94,77,2.79
UGC07524,8.27,77,2.82
UGC07524,8.63,78.2,2.93
UGC07524,8.97,79.6,3.14
UGC07524,9.3,80.3,3.39
UGC07524,9.66,81.2,3.66
UGC07524,9.99,82.3,3.9
UGC07524,10.35,83.8,4.1
UGC07524,10.69,79,2.78
UGC07559,0.36,9.31,3.23
UGC07559,0.72,15.9,3.23
UGC07559,1.08,21.4,3.23
UGC07559,1.45,26.1,3.23
UGC07559,1.8,29.7,3.23
UGC07559,2.17,31.1,3.23
UGC07559,2.53,32.1,3.23
UGC07577,0.19,3.74,3.17
UGC07577,0.38,5.4,3.17
UGC07577,0.57,7.31,3.17
UGC07577,0.75,8.85,3.17
UGC07577,0.94,10.7,3.17
UGC07577,1.13,12.4,3.17
UGC07577,1.32,14.1,3.17
UGC07577,1.51,15.9,3.17
UGC07577,1.69,17.8,3.17
UGC07603,0.34,19.6,2.89
UGC07603,0.68,32.5,2.89
UGC07603,1.02,41.9,2.89
UGC07603,1.37,50.6,2.89
UGC07603,1.71,57,2.89
UGC07603,2.05,60.5,2.89
UGC07603,2.39,60.5,2.89
UGC07603,2.74,60,2.89
UGC07603,3.08,61.5,2.89
UGC07603,3.42,61.5,2.89
UGC07603,3.76,63,2.89
UGC07603,4.11,64,2.89
UGC07608,0.6,14.6,6.69
UGC07608,1.19,31.5,6.69
UGC07608,1.79,44.8,6.69
UGC07608,2.38,50.6,6.69
UGC07608,2.99,55.6,6.69
UGC07608,3.59,61.4,6.69
UGC07608,4.18,66,6.69
UGC07608,4.78,69.3,6.69
UGC07690,0.59,45.3,4.31
UGC07690,1.18,59.8,4.31
UGC07690,1.77,60.7,4.31
UGC07690,2.36,58.8,4.31
UGC07690,2.95,57.9,4.31
UGC07690,3.54,56.9,4.31
UGC07690,4.13,55.9,4.31
UGC07866,0.33,12.2,4.07
UGC07866,0.66,19.4,4.07
UGC07866,1,23.9,4.07
UGC07866,1.33,26,4.07
UGC07866,1.67,28.2,4.07
UGC07866,2,30.6,4.07
UGC07866,2.32,33.1,4.07
UGC08286,0.47,22.2,2.81
UGC08286,0.95,43.4,3.47
UGC08286,1.42,60.2,3.04
UGC08286,1.9,69.6,2.05
UGC08286,2.37,72.5,2
UGC08286,2.84,74.3,2.02
UGC08286,3.3,75.8,2.01
UGC08286,3.78,77.2,2.05
UGC08286,4.25,79.3,2.08
UGC08286,4.73,81.3,2.08
UGC08286,5.2,81.6,2.03
UGC08286,5.67,82.1,2.02
UGC08286,6.15,82.9,2
UGC08286,6.62,83.2,2
UGC08286,7.1,83.5,2.02
UGC08286,7.57,83.8,2
UGC08286,8.04,84.3,2
UGC08490,0.34,38.8,3.69
UGC08490,0.68,50.1,3.69
UGC08490,1.02,60.2,3.69
UGC08490,1.36,68.2,3.69
UGC08490,1.69,72.8,3.69
UGC08490,2.03,75.3,3.69
UGC08490,2.37,76.6,3.69
UGC08490,2.7,77.6,3.69
UGC08490,3.05,78.5,3.69
UGC08490,3.38,78.2,3.69
UGC08490,3.72,78.8,3.69
UGC08490,4.06,79.2,3.69
UGC08490,4.39,79.2,3.69
UGC08490,4.74,79.2,3.69
UGC08490,5.08,78.8,3.69
UGC08490,5.41,78.5,3.69
UGC08490,5.75,80.1,3.69
UGC08490,6.09,80.1,3.69
UGC08490,6.42,80.1,3.69
UGC08490,6.77,80.1,3.69
UGC08490,7.11,79.8,3.69
UGC08490,7.44,79.8,3.69
UGC08490,7.78,79.5,3.69
UGC08490,8.12,79.5,3.69
UGC08490,8.46,78.8,3.69
UGC08490,8.8,77.9,3.69
UGC08490,9.13,77.2,3.69
UGC08490,9.47,77.6,3.69
UGC08490,9.77,76.6,3.69
UGC08490,10.15,77.6,3.69
UGC08550,0.49,25,2.04
UGC08550,0.97,42.5,2.7
UGC08550,1.47,48,2.15
UGC08550,1.95,49.2,2.08
UGC08550,2.44,50.4,2.06
UGC08550,2.92,51.6,2.04
UGC08550,3.41,53.2,2
UGC08550,3.89,55.1,2.05
UGC08550,4.39,57.8,2.24
UGC08550,4.88,57.3,2
UGC08550,5.36,57.5,2
UGC08699,0.22,152,39.4
UGC08699,0.43,167,32.9
UGC08699,0.65,179,20.9
UGC08699,0.87,188,15.7
UGC08699,1.08,195,10.6
UGC08699,1.31,199,8.88
UGC08699,1.52,202,4.4
UGC08699,1.73,202,2.3
UGC08699,1.96,202,3.38
UGC08699,2.17,200,4.47
UGC08699,2.39,196,2.88
UGC08699,2.6,193,3.32
UGC08699,2.83,189,2.21
UGC08699,3.04,184,14
UGC08699,5.87,170,5.45
UGC08699,6.08,172,6.66
UGC08699,6.3,174,3.96
UGC08699,6.52,176,5.18
UGC08699,6.74,178,3.04
UGC08699,6.95,180,2.75
UGC08699,7.16,182,2.34
UGC08699,7.39,183,3.39
UGC08699,7.6,184,7.58
UGC08699,7.82,185,6.08
UGC08699,8.03,186,6.73
UGC08699,8.26,187,6.83
UGC08699,8.47,187,6.11
UGC08699,8.68,188,4.78
UGC08699,8.91,188,4.14
UGC08699,9.53,187,5.93
UGC08699,9.78,187,7.63
UGC08699,9.99,186,7.89
UGC08699,10.21,186,9.86
UGC08699,11.46,182,2.51
UGC08699,13.39,177,3.62
UGC08699,15.21,175,6.71
UGC08699,17.13,177,6.13
UGC08699,19.06,180,3.95
UGC08699,20.99,181,4.46
UGC08699,22.92,182,7.09
UGC08699,25.7,183,7.49
UGC08837,0.52,7.31,2.12
UGC08837,1.05,14.6,2.05
UGC08837,1.57,21,2.05
UGC08837,2.09,28.1,2.06
UGC08837,2.63,35.3,2.5
UGC08837,3.15,43,3.38
UGC08837,3.68,46.6,3.15
UGC08837,4.2,48,3
UGC09037,2.43,62.2,5.69
UGC09037,3.65,88.2,3.85
UGC09037,4.86,107,4.42
UGC09037,6.08,120,3.93
UGC09037,7.29,124,5.15
UGC09037,8.51,128,4.29
UGC09037,9.73,133,5.36
UGC09037,10.96,138,6.78
UGC09037,12.19,143,6.42
UGC09037,13.41,146,5.4
UGC09037,14.55,148,4.5
UGC09037,15.78,154,4.46
UGC09037,17,158,4.02
UGC09037,18.23,159,5.07
UGC09037,19.46,160,7.33
UGC09037,20.69,158,7.82
UGC09037,21.92,155,8.07
UGC09037,23.14,156,7.93
UGC09037,24.28,154,9.09
UGC09037,25.51,150,13.4
UGC09037,26.73,141,20.1
UGC09037,27.96,152,16
UGC09133,0.32,284,34.7
UGC09133,0.63,282,18.8
UGC09133,0.95,281,12.6
UGC09133,1.26,280,10.6
UGC09133,1.58,280,10.8
UGC09133,1.89,279,7.67
UGC09133,2.21,279,11.2
UGC09133,2.52,279,4.45
UGC09133,2.84,279,5.03
UGC09133,3.15,279,4.26
UGC09133,3.47,279,4.14
UGC09133,3.79,279,5.73
UGC09133,4.1,280,4.52
UGC09133,4.42,280,4.86
UGC09133,4.73,280,1.59
UGC09133,5.05,281,1.85
UGC09133,5.36,282,4.81
UGC09133,5.68,282,20.3
UGC09133,5.99,283,12.8
UGC09133,6.31,284,8.08
UGC09133,6.62,284,7.81
UGC09133,6.94,285,10.4
UGC09133,7.57,286,6.82
UGC09133,7.89,287,13.4
UGC09133,8.2,287,10.5
UGC09133,8.31,288,2.93
UGC09133,8.52,288,5.58
UGC09133,8.83,288,5.74
UGC09133,9.15,288,7
UGC09133,9.78,289,12.7
UGC09133,10.1,289,3.89
UGC09133,11.04,288,5.02
UGC09133,11.36,288,3.39
UGC09133,11.67,288,10.7
UGC09133,13.57,285,4.07
UGC09133,13.88,284,8.92
UGC09133,14.2,284,5.69
UGC09133,16.61,278,9.14
UGC09133,19.35,273,6.1
UGC09133,22.19,269,2.26
UGC09133,24.92,265,1.32
UGC09133,27.66,262,3.15
UGC09133,30.5,257,4.71
UGC09133,33.23,252,4.96
UGC09133,35.96,247,2.58
UGC09133,38.8,242,2.52
UGC09133,41.54,238,2.3
UGC09133,44.27,235,0.63
UGC09133,47.11,236,1.4
UGC09133,49.84,239,2.07
UGC09133,52.58,242,2.63
UGC09133,55.42,245,1.64
UGC09133,58.15,247,1.31
UGC09133,60.89,246,2.14
UGC09133,63.62,243,4
UGC09133,66.46,239,4.67
UGC09133,69.19,234,5.12
UGC09133,71.93,230,2.1
UGC09133,74.77,228,1.32
UGC09133,77.5,228,1.6
UGC09133,80.23,227,3.16
UGC09133,83.07,226,3.48
UGC09133,85.81,224,3.71
UGC09133,88.54,222,1.49
UGC09133,91.38,222,1.18
UGC09133,94.12,224,1.22
UGC09133,99.69,227,2.8
UGC09133,108.31,229,4.12
UGC09992,0.78,28.1,5.66
UGC09992,1.55,31.3,5.66
UGC09992,2.34,33,5.66
UGC09992,3.12,33.4,5.66
UGC09992,3.89,34.3,5.66
UGC10310,1.1,33.2,5.06
UGC10310,2.21,54.6,5.06
UGC10310,3.31,65.7,5.06
UGC10310,4.42,69.2,5.06
UGC10310,5.52,70.9,5.06
UGC10310,6.64,72.4,5.06
UGC10310,7.74,73.2,5.06
UGC11455,0.62,35.1,4.01
UGC11455,1.23,64.6,4.19
UGC11455,1.83,80.1,6.32
UGC11455,2.47,113,10.4
UGC11455,3.08,136,7.59
UGC11455,3.68,150,7.75
UGC11455,4.32,171,9.19
UGC11455,4.91,192,9.16
UGC11455,5.53,197,9.96
UGC11455,6.17,195,12.4
UGC11455,6.78,196,7.09
UGC11455,7.38,216,5.99
UGC11455,8,225,5.24
UGC11455,8.62,240,6.15
UGC11455,9.23,247,4.37
UGC11455,9.85,254,6.48
UGC11455,10.43,257,7.41
UGC11455,11.05,273,5.38
UGC11455,11.67,272,5.98
UGC11455,12.19,270,20.9
UGC11455,12.91,279,9.4
UGC11455,14.56,287,10.8
UGC11455,16.63,291,10
UGC11455,17.77,286,9.67
UGC11455,18.49,288,6.96
UGC11455,20.24,289,6.63
UGC11455,22.62,288,10
UGC11455,24.89,269,8.23
UGC11455,27.06,267,7.11
UGC11455,29.13,272,5.36
UGC11455,31.3,274,5.78
UGC11455,33.46,259,5.81
UGC11455,35.53,272,6.69
UGC11455,37.7,274,6.39
UGC11455,39.87,272,5.59
UGC11455,41.93,266,8.82
UGC11557,0.33,4,7.9
UGC11557,0.99,17,8.6
UGC11557,1.76,33.3,7.9
UGC11557,2.42,44.9,10.5
UGC11557,3.19,53,7.9
UGC11557,3.85,60.8,7.9
UGC11557,4.62,69,7.9
UGC11557,5.28,76.6,7.9
UGC11557,5.94,85,7.9
UGC11557,7.04,78.1,6.7
UGC11557,8.8,81.6,6.7
UGC11557,10.56,84.5,6.7
UGC11820,0.26,16,5.09
UGC11820,0.44,18.9,4.44
UGC11820,0.61,25.8,3.36
UGC11820,0.79,35.8,3.79
UGC11820,1.01,44.1,7.91
UGC11820,5.26,59.65,0.98
UGC11820,7.91,69.15,1.23
UGC11820,10.52,76.95,0.54
UGC11820,13.14,81.25,0.73
UGC11820,15.82,84.45,1.31
UGC11914,0.28,168,49.7
UGC11914,0.37,187,40.2
UGC11914,0.47,204,26.9
UGC11914,0.56,218,23.5
UGC11914,0.65,232,8.63
UGC11914,0.75,243,4.97
UGC11914,0.84,253,3.65
UGC11914,0.93,262,2.86
UGC11914,1.03,269,3.8
UGC11914,1.12,275,5.39
UGC11914,1.21,280,5.01
UGC11914,1.3,284,10
UGC11914,1.41,287,6.59
UGC11914,1.5,289,3.56
UGC11914,1.59,290,6.13
UGC11914,1.68,291,10.2
UGC11914,1.78,292,8.61
UGC11914,1.87,292,11.2
UGC11914,1.96,291,5.15
UGC11914,2.05,291,4.92
UGC11914,2.16,291,9.32
UGC11914,2.25,290,7.19
UGC11914,2.34,290,12.2
UGC11914,2.43,290,7.94
UGC11914,2.46,290,5.16
UGC11914,2.53,290,3.56
UGC11914,2.62,290,3.79
UGC11914,2.71,290,5.65
UGC11914,2.8,290,9.38
UGC11914,2.99,290,10.6
UGC11914,3.28,291,15.3
UGC11914,3.74,292,18.8
UGC11914,3.83,292,15.2
UGC11914,4.02,292,19.8
UGC11914,4.09,292,2.4
UGC11914,4.12,292,9
UGC11914,4.3,291,8.71
UGC11914,4.39,291,7.92
UGC11914,4.49,291,8.84
UGC11914,4.58,290,4.2
UGC11914,4.87,289,10.6
UGC11914,4.91,288,2.26
UGC11914,4.96,288,6.97
UGC11914,5.05,287,3.23
UGC11914,5.14,287,10.2
UGC11914,5.24,286,10.3
UGC11914,5.33,286,17.8
UGC11914,5.42,285,11.4
UGC11914,5.51,285,12
UGC11914,5.61,284,4.03
UGC11914,5.71,284,4.73
UGC11914,5.8,283,6.44
UGC11914,5.89,283,4.96
UGC11914,5.98,283,5.37
UGC11914,6.08,283,11
UGC11914,6.15,283,1.14
UGC11914,6.17,283,17.3
UGC11914,6.26,283,7.94
UGC11914,6.35,283,18.3
UGC11914,6.73,284,10.5
UGC11914,6.83,284,9.37
UGC11914,6.92,285,12.9
UGC11914,7.37,288,1.24
UGC11914,8.6,297,2.13
UGC11914,9.83,305,5.07
UGC12506,0.82,107,25.6
UGC12506,2.46,159,26.5
UGC12506,4.1,194,13.9
UGC12506,5.74,198,14.6
UGC12506,7.38,211,13.2
UGC12506,9.02,222,13.6
UGC12506,10.65,230,11.6
UGC12506,12.29,239,11.6
UGC12506,13.93,237,11.6
UGC12506,15.57,240,11.6
UGC12506,17.21,245,11.6
UGC12506,18.85,249,11.6
UGC12506,20.49,248,11.6
UGC12506,22.13,250,11.6
UGC12506,23.77,255,11.6
UGC12506,25.41,244,14.9
UGC12506,27.05,244,11.6
UGC12506,28.68,249,11.6
UGC12506,30.32,251,11.6
UGC12506,31.96,249,11.6
UGC12506,33.6,244,12.9
UGC12506,35.24,239,16.2
UGC12506,36.88,238,18.4
UGC12506,38.52,241,24.9
UGC12506,40.16,237,23
UGC12506,41.8,228,14
UGC12506,43.44,233,16.9
UGC12506,45.08,233,13.7
UGC12506,46.71,230,11.6
UGC12506,48.35,226,11.6
UGC12506,49.99,225,11.6
UGC12632,0.71,24.1,7.55
UGC12632,1.42,33.6,5.02
UGC12632,2.14,44.8,3.38
UGC12632,2.85,54.4,2.9
UGC12632,3.55,57.4,2.89
UGC12632,4.26,61.4,3.44
UGC12632,4.97,63.8,3.64
UGC12632,5.69,65.5,3.82
UGC12632,6.4,67.6,3.54
UGC12632,7.11,69.2,2.91
UGC12632,7.82,70.3,2.79
UGC12632,8.52,71.4,2.93
UGC12632,9.25,73.2,3
UGC12632,9.95,73,2.81
UGC12632,10.66,73.1,2.79
UGC12732,0.96,34.2,3.32
UGC12732,1.92,49.5,4.6
UGC12732,2.88,59.9,4.38
UGC12732,3.84,65.3,4.31
UGC12732,4.8,69.8,3.83
UGC12732,5.76,73.8,3.45
UGC12732,6.72,76.2,3.24
UGC12732,7.68,79.3,3.19
UGC12732,8.64,80.3,3.31
UGC12732,9.6,81.9,3.69
UGC12732,10.6,84,3.89
UGC12732,11.5,85.6,3.67
UGC12732,12.5,87.9,3.43
UGC12732,13.4,90.8,3.36
UGC12732,14.4,95.5,3.18
UGC12732,15.4,98,3.18
UGCA281,0.09,7,2.49
UGCA281,0.25,14.9,1.35
UGCA281,0.41,21.1,1.37
UGCA281,0.58,26,1.24
UGCA281,0.74,27.5,1.59
UGCA281,0.9,28.8,2.57
UGCA281,1.08,29.5,1.85
UGCA442,0.42,14.2,1.91
UGCA442,1.26,28.6,1.82
UGCA442,2.11,41,1.74
UGCA442,2.96,49,1.91
UGCA442,3.79,54.8,2.05
UGCA442,4.65,56.4,3.12
UGCA442,5.48,57.8,2.83
UGCA442,6.33,56.5,0.65
UGCA444,0.12,6.48,2.6
UGCA444,0.19,8.6,2.65
UGCA444,0.26,10.2,3.03
UGCA444,0.33,11.7,3.55
UGCA444,0.4,12.7,3.75
UGCA444,0.47,14.1,3.43
UGCA444,0.55,16,3.33
UGCA444,0.62,18.1,2.66
UGCA444,0.69,21.2,3.78
UGCA444,0.76,21.6,3.33
UGCA444,0.83,23.3,3.09
UGCA444,0.9,24.5,3.26
UGCA444,0.97,24.4,3.29
UGCA444,1.04,25.3,2.78
UGCA444,1.11,25.4,2.78
UGCA444,1.19,25.9,2.73
UGCA444,1.26,26.7,2.67
UGCA444,1.33,27.1,3.16
UGCA444,1.4,28.6,3.34
UGCA444,1.48,28.9,3.21
UGCA444,1.55,30.4,4.14
UGCA444,1.62,30.8,4.35
UGCA444,1.69,30.5,4.56
UGCA444,1.75,33,4.04
UGCA444,1.83,32.1,4.35
UGCA444,1.9,32.9,4.36
UGCA444,1.97,34.2,4.9
UGCA444,2.04,32.6,3.98
UGCA444,2.11,33.7,4.73
UGCA444,2.19,33.8,4.67
UGCA444,2.26,34.9,3.74
UGCA444,2.33,36.1,5.47
UGCA444,2.4,37.2,5.39
UGCA444,2.48,37.6,7.1
UGCA444,2.55,35.6,4.73
UGCA444,2.62,38.3,7.78
